"","type","id","subjectId","date","duration","room","reasonsString","category","score","reasonsList","timestamp"
1645,"feeback","-4969013288401315175","Programación de Hardware Reconfigurable","2022-05-10 23:55:29.081783+00:00",2,"1001","Con dolor de espalda","Mi estado físico ha sido bueno",2,"['Con dolor de espalda']",1652226929.081783
1646,"feeback","-4969013288401315175","Programación de Hardware Reconfigurable","2022-05-10 23:55:29.081783+00:00",2,"1001","Cansado/a","Mi estado anímico ha sido bueno",2,"['Cansado/a']",1652226929.081783
1647,"feeback","-4969013288401315175","Programación de Hardware Reconfigurable","2022-05-10 23:55:29.081783+00:00",2,"1001","Interesante","El temario impartido ha sido bueno",5,"['Interesante']",1652226929.081783
1648,"feeback","-4969013288401315175","Programación de Hardware Reconfigurable","2022-05-10 23:55:29.081783+00:00",2,"1001","Poca creatividad","La mayor del docente ha sido buena",2,"['Poca creatividad']",1652226929.081783
1649,"feeback","-4969013288401315175","Programación de Hardware Reconfigurable","2022-05-10 23:55:29.081783+00:00",2,"1001","Ambiente denso","El ambiente ha sido bueno",3,"['Ambiente denso']",1652226929.081783
1650,"feeback","-4972538713182608089","Seguridad de Sistemas y Redes","2022-05-03 23:54:49.489853+00:00",2,"1001","Agotado/a","Mi estado físico ha sido bueno",1,"['Agotado/a']",1651622089.489853
1651,"feeback","-4972538713182608089","Seguridad de Sistemas y Redes","2022-05-03 23:54:49.489853+00:00",2,"1001","Motivado/a","Mi estado anímico ha sido bueno",3,"['Motivado/a']",1651622089.489853
1652,"feeback","-4972538713182608089","Seguridad de Sistemas y Redes","2022-05-03 23:54:49.489853+00:00",2,"1001","Muy práctico","El temario impartido ha sido bueno",5,"['Muy práctico']",1651622089.489853
1653,"feeback","-4972538713182608089","Seguridad de Sistemas y Redes","2022-05-03 23:54:49.489853+00:00",2,"1001","Buena actitud","La mayor del docente ha sido buena",4,"['Buena actitud']",1651622089.489853
1654,"feeback","-4972538713182608089","Seguridad de Sistemas y Redes","2022-05-03 23:54:49.489853+00:00",2,"1001","Sin ruido","El ambiente ha sido bueno",3,"['Sin ruido']",1651622089.489853
1655,"feeback","-4983269355623080051","Sistemas Empotrados","2022-05-10 23:55:25.562107+00:00",2,"CIC-4","Con dolor de espalda","Mi estado físico ha sido bueno",3,"['Con dolor de espalda']",1652226925.562107
1656,"feeback","-4983269355623080051","Sistemas Empotrados","2022-05-10 23:55:25.562107+00:00",2,"CIC-4","Contento/a","Mi estado anímico ha sido bueno",4,"['Contento/a']",1652226925.562107
1657,"feeback","-4983269355623080051","Sistemas Empotrados","2022-05-10 23:55:25.562107+00:00",2,"CIC-4","Muy práctico","El temario impartido ha sido bueno",3,"['Muy práctico']",1652226925.562107
1658,"feeback","-4983269355623080051","Sistemas Empotrados","2022-05-10 23:55:25.562107+00:00",2,"CIC-4","Creatividad","La mayor del docente ha sido buena",3,"['Creatividad']",1652226925.562107
1659,"feeback","-4983269355623080051","Sistemas Empotrados","2022-05-10 23:55:25.562107+00:00",2,"CIC-4","Poca luz","El ambiente ha sido bueno",1,"['Poca luz']",1652226925.562107
1660,"feeback","-4991022064168038669","Programación Concurrente y Avanzada","2022-05-09 23:55:01.346539+00:00",2,"3301","Con hambre o sed","Mi estado físico ha sido bueno",3,"['Con hambre o sed']",1652140501.346539
1661,"feeback","-4991022064168038669","Programación Concurrente y Avanzada","2022-05-09 23:55:01.346539+00:00",2,"3301","Aburrido/a","Mi estado anímico ha sido bueno",1,"['Aburrido/a']",1652140501.346539
1662,"feeback","-4991022064168038669","Programación Concurrente y Avanzada","2022-05-09 23:55:01.346539+00:00",2,"3301","Interesante","El temario impartido ha sido bueno",4,"['Interesante']",1652140501.346539
1663,"feeback","-4991022064168038669","Programación Concurrente y Avanzada","2022-05-09 23:55:01.346539+00:00",2,"3301","Buena actitud","La mayor del docente ha sido buena",5,"['Buena actitud']",1652140501.346539
1664,"feeback","-4991022064168038669","Programación Concurrente y Avanzada","2022-05-09 23:55:01.346539+00:00",2,"3301","Demasiado calor","El ambiente ha sido bueno",1,"['Demasiado calor']",1652140501.346539
1665,"feeback","-5004233025779023562","Aspectos Éticos y Sociales","2022-05-02 23:54:39.233181+00:00",2,"1001","Con dolor de cabeza","Mi estado físico ha sido bueno",1,"['Con dolor de cabeza']",1651535679.233181
1666,"feeback","-5004233025779023562","Aspectos Éticos y Sociales","2022-05-02 23:54:39.233181+00:00",2,"1001","Estresado/a","Mi estado anímico ha sido bueno",1,"['Estresado/a']",1651535679.233181
1667,"feeback","-5004233025779023562","Aspectos Éticos y Sociales","2022-05-02 23:54:39.233181+00:00",2,"1001","Temario denso","El temario impartido ha sido bueno",3,"['Temario denso']",1651535679.233181
1668,"feeback","-5004233025779023562","Aspectos Éticos y Sociales","2022-05-02 23:54:39.233181+00:00",2,"1001","Buena organización","La mayor del docente ha sido buena",3,"['Buena organización']",1651535679.233181
1669,"feeback","-5004233025779023562","Aspectos Éticos y Sociales","2022-05-02 23:54:39.233181+00:00",2,"1001","Sin ruido","El ambiente ha sido bueno",3,"['Sin ruido']",1651535679.233181
1670,"feeback","-5017129703960493011","Sistemas Empotrados","2022-04-25 23:54:27.891593+00:00",2,"1001","Con hambre o sed","Mi estado físico ha sido bueno",1,"['Con hambre o sed']",1650930867.891593
1671,"feeback","-5017129703960493011","Sistemas Empotrados","2022-04-25 23:54:27.891593+00:00",2,"1001","Cansado/a","Mi estado anímico ha sido bueno",2,"['Cansado/a']",1650930867.891593
1672,"feeback","-5017129703960493011","Sistemas Empotrados","2022-04-25 23:54:27.891593+00:00",2,"1001","Material adecuado","El temario impartido ha sido bueno",4,"['Material adecuado']",1650930867.891593
1673,"feeback","-5017129703960493011","Sistemas Empotrados","2022-04-25 23:54:27.891593+00:00",2,"1001","Poca paciencia","La mayor del docente ha sido buena",2,"['Poca paciencia']",1650930867.891593
1674,"feeback","-5017129703960493011","Sistemas Empotrados","2022-04-25 23:54:27.891593+00:00",2,"1001","Demasiado calor","El ambiente ha sido bueno",1,"['Demasiado calor']",1650930867.891593
1675,"feeback","-5045683555077784392","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"CIC-4","Enérgico/a","Mi estado físico ha sido bueno",4,"['Enérgico/a']",1630950118.106767
1676,"feeback","-5045683555077784392","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"CIC-4","Cansado/a","Mi estado anímico ha sido bueno",2,"['Cansado/a']",1630950118.106767
1677,"feeback","-5045683555077784392","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"CIC-4","Repetitivo","El temario impartido ha sido bueno",1,"['Repetitivo']",1630950118.106767
1678,"feeback","-5045683555077784392","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"CIC-4","Buena actitud","La mayor del docente ha sido buena",4,"['Buena actitud']",1630950118.106767
1679,"feeback","-5045683555077784392","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"CIC-4","Temperatura perfecta","El ambiente ha sido bueno",4,"['Temperatura perfecta']",1630950118.106767
1680,"feeback","-5056716260793495356","Sistemas de Tiempo Real","2022-04-26 23:55:33.512373+00:00",2,"3104","Normal","Mi estado físico ha sido bueno",5,"['Normal']",1651017333.512373
1681,"feeback","-5056716260793495356","Sistemas de Tiempo Real","2022-04-26 23:55:33.512373+00:00",2,"3104","Contento/a","Mi estado anímico ha sido bueno",5,"['Contento/a']",1651017333.512373
1682,"feeback","-5056716260793495356","Sistemas de Tiempo Real","2022-04-26 23:55:33.512373+00:00",2,"3104","Temario bien estructurado","El temario impartido ha sido bueno",4,"['Temario bien estructurado']",1651017333.512373
1683,"feeback","-5056716260793495356","Sistemas de Tiempo Real","2022-04-26 23:55:33.512373+00:00",2,"3104","Creatividad","La mayor del docente ha sido buena",3,"['Creatividad']",1651017333.512373
1684,"feeback","-5056716260793495356","Sistemas de Tiempo Real","2022-04-26 23:55:33.512373+00:00",2,"3104","Sin ruido","El ambiente ha sido bueno",4,"['Sin ruido']",1651017333.512373
1685,"feeback","-5085575924462692177","Fundamentos de Economía y Empresa","2022-05-11 23:55:23.025001+00:00",2,"3104","Con dolor de cabeza","Mi estado físico ha sido bueno",3,"['Con dolor de cabeza']",1652313323.025001
1686,"feeback","-5085575924462692177","Fundamentos de Economía y Empresa","2022-05-11 23:55:23.025001+00:00",2,"3104","Normal","Mi estado anímico ha sido bueno",3,"['Normal']",1652313323.025001
1687,"feeback","-5085575924462692177","Fundamentos de Economía y Empresa","2022-05-11 23:55:23.025001+00:00",2,"3104","Poco práctico","El temario impartido ha sido bueno",1,"['Poco práctico']",1652313323.025001
1688,"feeback","-5085575924462692177","Fundamentos de Economía y Empresa","2022-05-11 23:55:23.025001+00:00",2,"3104","Explicaciones aburridas","La mayor del docente ha sido buena",3,"['Explicaciones aburridas']",1652313323.025001
1689,"feeback","-5085575924462692177","Fundamentos de Economía y Empresa","2022-05-11 23:55:23.025001+00:00",2,"3104","Iluminación correcta","El ambiente ha sido bueno",5,"['Iluminación correcta']",1652313323.025001
1690,"feeback","-5089445915550281897","Programación de Hardware Reconfigurable","2022-05-02 23:54:39.233181+00:00",2,"3203","Con hambre o sed","Mi estado físico ha sido bueno",2,"['Con hambre o sed']",1651535679.233181
1691,"feeback","-5089445915550281897","Programación de Hardware Reconfigurable","2022-05-02 23:54:39.233181+00:00",2,"3203","Cansado/a","Mi estado anímico ha sido bueno",1,"['Cansado/a']",1651535679.233181
1692,"feeback","-5089445915550281897","Programación de Hardware Reconfigurable","2022-05-02 23:54:39.233181+00:00",2,"3203","Poco práctico","El temario impartido ha sido bueno",2,"['Poco práctico']",1651535679.233181
1693,"feeback","-5089445915550281897","Programación de Hardware Reconfigurable","2022-05-02 23:54:39.233181+00:00",2,"3203","Buena organización","La mayor del docente ha sido buena",5,"['Buena organización']",1651535679.233181
1694,"feeback","-5089445915550281897","Programación de Hardware Reconfigurable","2022-05-02 23:54:39.233181+00:00",2,"3203","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1651535679.233181
1695,"feeback","-5104301564892701628","Aspectos Legales y Profesionales","2022-04-27 23:54:26.488217+00:00",2,"CIC-3","Normal","Mi estado físico ha sido bueno",4,"['Normal']",1651103666.488217
1696,"feeback","-5104301564892701628","Aspectos Legales y Profesionales","2022-04-27 23:54:26.488217+00:00",2,"CIC-3","Aburrido/a","Mi estado anímico ha sido bueno",3,"['Aburrido/a']",1651103666.488217
1697,"feeback","-5104301564892701628","Aspectos Legales y Profesionales","2022-04-27 23:54:26.488217+00:00",2,"CIC-3","Muy práctico","El temario impartido ha sido bueno",5,"['Muy práctico']",1651103666.488217
1698,"feeback","-5104301564892701628","Aspectos Legales y Profesionales","2022-04-27 23:54:26.488217+00:00",2,"CIC-3","Creatividad","La mayor del docente ha sido buena",4,"['Creatividad']",1651103666.488217
1699,"feeback","-5104301564892701628","Aspectos Legales y Profesionales","2022-04-27 23:54:26.488217+00:00",2,"CIC-3","Demasiado frío","El ambiente ha sido bueno",2,"['Demasiado frío']",1651103666.488217
1700,"feeback","-5106715696187652831","Programación Concurrente y Avanzada","2022-05-03 23:54:30.253880+00:00",2,"3301","Con dolor de espalda","Mi estado físico ha sido bueno",2,"['Con dolor de espalda']",1651622070.25388
1701,"feeback","-5106715696187652831","Programación Concurrente y Avanzada","2022-05-03 23:54:30.253880+00:00",2,"3301","Contento/a","Mi estado anímico ha sido bueno",4,"['Contento/a']",1651622070.25388
1702,"feeback","-5106715696187652831","Programación Concurrente y Avanzada","2022-05-03 23:54:30.253880+00:00",2,"3301","Poco práctico","El temario impartido ha sido bueno",2,"['Poco práctico']",1651622070.25388
1703,"feeback","-5106715696187652831","Programación Concurrente y Avanzada","2022-05-03 23:54:30.253880+00:00",2,"3301","Buena organización","La mayor del docente ha sido buena",4,"['Buena organización']",1651622070.25388
1704,"feeback","-5106715696187652831","Programación Concurrente y Avanzada","2022-05-03 23:54:30.253880+00:00",2,"3301","Ambiente agradable","El ambiente ha sido bueno",3,"['Ambiente agradable']",1651622070.25388
1705,"feeback","-5136491547790679519","Programación de Hardware Reconfigurable","2022-04-23 23:54:55.640492+00:00",2,"3104","Agotado/a","Mi estado físico ha sido bueno",1,"['Agotado/a']",1650758095.640492
1706,"feeback","-5136491547790679519","Programación de Hardware Reconfigurable","2022-04-23 23:54:55.640492+00:00",2,"3104","Motivado/a","Mi estado anímico ha sido bueno",5,"['Motivado/a']",1650758095.640492
1707,"feeback","-5136491547790679519","Programación de Hardware Reconfigurable","2022-04-23 23:54:55.640492+00:00",2,"3104","Muy práctico","El temario impartido ha sido bueno",5,"['Muy práctico']",1650758095.640492
1708,"feeback","-5136491547790679519","Programación de Hardware Reconfigurable","2022-04-23 23:54:55.640492+00:00",2,"3104","Mala organización","La mayor del docente ha sido buena",2,"['Mala organización']",1650758095.640492
1709,"feeback","-5136491547790679519","Programación de Hardware Reconfigurable","2022-04-23 23:54:55.640492+00:00",2,"3104","Sin ruido","El ambiente ha sido bueno",3,"['Sin ruido']",1650758095.640492
1710,"feeback","-5156795153035962875","Sistemas Distribuidos","2022-05-06 23:55:05.887521+00:00",2,"1001","Enérgico/a","Mi estado físico ha sido bueno",4,"['Enérgico/a']",1651881305.887521
1711,"feeback","-5156795153035962875","Sistemas Distribuidos","2022-05-06 23:55:05.887521+00:00",2,"1001","Normal","Mi estado anímico ha sido bueno",5,"['Normal']",1651881305.887521
1712,"feeback","-5156795153035962875","Sistemas Distribuidos","2022-05-06 23:55:05.887521+00:00",2,"1001","Interesante","El temario impartido ha sido bueno",5,"['Interesante']",1651881305.887521
1713,"feeback","-5156795153035962875","Sistemas Distribuidos","2022-05-06 23:55:05.887521+00:00",2,"1001","Dinamismo","La mayor del docente ha sido buena",4,"['Dinamismo']",1651881305.887521
1714,"feeback","-5156795153035962875","Sistemas Distribuidos","2022-05-06 23:55:05.887521+00:00",2,"1001","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1651881305.887521
1715,"feeback","-5158507992191979143","Aspectos Legales y Profesionales","2022-05-06 01:05:19.382618+00:00",2,"3104","Con dolor de cuello","Mi estado físico ha sido bueno",1,"['Con dolor de cuello']",1651799119.382618
1716,"feeback","-5158507992191979143","Aspectos Legales y Profesionales","2022-05-06 01:05:19.382618+00:00",2,"3104","Con ansiedad","Mi estado anímico ha sido bueno",2,"['Con ansiedad']",1651799119.382618
1717,"feeback","-5158507992191979143","Aspectos Legales y Profesionales","2022-05-06 01:05:19.382618+00:00",2,"3104","Temario bien estructurado","El temario impartido ha sido bueno",4,"['Temario bien estructurado']",1651799119.382618
1718,"feeback","-5158507992191979143","Aspectos Legales y Profesionales","2022-05-06 01:05:19.382618+00:00",2,"3104","Poca cooperación","La mayor del docente ha sido buena",2,"['Poca cooperación']",1651799119.382618
1719,"feeback","-5158507992191979143","Aspectos Legales y Profesionales","2022-05-06 01:05:19.382618+00:00",2,"3104","Ambiente denso","El ambiente ha sido bueno",2,"['Ambiente denso']",1651799119.382618
1720,"feeback","-5171531857041515870","Aspectos Éticos y Sociales","2022-04-24 23:55:04.758080+00:00",2,"CIC-4","Enérgico/a","Mi estado físico ha sido bueno",4,"['Enérgico/a']",1650844504.75808
1721,"feeback","-5171531857041515870","Aspectos Éticos y Sociales","2022-04-24 23:55:04.758080+00:00",2,"CIC-4","Aburrido/a","Mi estado anímico ha sido bueno",2,"['Aburrido/a']",1650844504.75808
1722,"feeback","-5171531857041515870","Aspectos Éticos y Sociales","2022-04-24 23:55:04.758080+00:00",2,"CIC-4","Temario bien estructurado","El temario impartido ha sido bueno",3,"['Temario bien estructurado']",1650844504.75808
1723,"feeback","-5171531857041515870","Aspectos Éticos y Sociales","2022-04-24 23:55:04.758080+00:00",2,"CIC-4","Explicaciones entretenidas","La mayor del docente ha sido buena",5,"['Explicaciones entretenidas']",1650844504.75808
1724,"feeback","-5171531857041515870","Aspectos Éticos y Sociales","2022-04-24 23:55:04.758080+00:00",2,"CIC-4","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1650844504.75808
1725,"feeback","-5180605575718831052","Sistemas de Tiempo Real","2022-05-02 23:54:39.233181+00:00",2,"3301","Normal","Mi estado físico ha sido bueno",3,"['Normal']",1651535679.233181
1726,"feeback","-5180605575718831052","Sistemas de Tiempo Real","2022-05-02 23:54:39.233181+00:00",2,"3301","Contento/a","Mi estado anímico ha sido bueno",5,"['Contento/a']",1651535679.233181
1727,"feeback","-5180605575718831052","Sistemas de Tiempo Real","2022-05-02 23:54:39.233181+00:00",2,"3301","Repetitivo","El temario impartido ha sido bueno",1,"['Repetitivo']",1651535679.233181
1728,"feeback","-5180605575718831052","Sistemas de Tiempo Real","2022-05-02 23:54:39.233181+00:00",2,"3301","Buena actitud","La mayor del docente ha sido buena",4,"['Buena actitud']",1651535679.233181
1729,"feeback","-5180605575718831052","Sistemas de Tiempo Real","2022-05-02 23:54:39.233181+00:00",2,"3301","Temperatura perfecta","El ambiente ha sido bueno",5,"['Temperatura perfecta']",1651535679.233181
1730,"feeback","-5188981944924355716","Sistemas de Tiempo Real","2022-05-06 01:05:19.382618+00:00",2,"3203","Agotado/a","Mi estado físico ha sido bueno",3,"['Agotado/a']",1651799119.382618
1731,"feeback","-5188981944924355716","Sistemas de Tiempo Real","2022-05-06 01:05:19.382618+00:00",2,"3203","Cansado/a","Mi estado anímico ha sido bueno",2,"['Cansado/a']",1651799119.382618
1732,"feeback","-5188981944924355716","Sistemas de Tiempo Real","2022-05-06 01:05:19.382618+00:00",2,"3203","Interesante","El temario impartido ha sido bueno",4,"['Interesante']",1651799119.382618
1733,"feeback","-5188981944924355716","Sistemas de Tiempo Real","2022-05-06 01:05:19.382618+00:00",2,"3203","Poca creatividad","La mayor del docente ha sido buena",2,"['Poca creatividad']",1651799119.382618
1734,"feeback","-5188981944924355716","Sistemas de Tiempo Real","2022-05-06 01:05:19.382618+00:00",2,"3203","Demasiado calor","El ambiente ha sido bueno",2,"['Demasiado calor']",1651799119.382618
1735,"feeback","-5207865533492431213","Fundamentos de Economía y Empresa","2022-05-05 23:55:35.826950+00:00",2,"3104","Con hambre o sed","Mi estado físico ha sido bueno",3,"['Con hambre o sed']",1651794935.82695
1736,"feeback","-5207865533492431213","Fundamentos de Economía y Empresa","2022-05-05 23:55:35.826950+00:00",2,"3104","Con ansiedad","Mi estado anímico ha sido bueno",3,"['Con ansiedad']",1651794935.82695
1737,"feeback","-5207865533492431213","Fundamentos de Economía y Empresa","2022-05-05 23:55:35.826950+00:00",2,"3104","Material limitado","El temario impartido ha sido bueno",1,"['Material limitado']",1651794935.82695
1738,"feeback","-5207865533492431213","Fundamentos de Economía y Empresa","2022-05-05 23:55:35.826950+00:00",2,"3104","Poca paciencia","La mayor del docente ha sido buena",2,"['Poca paciencia']",1651794935.82695
1739,"feeback","-5207865533492431213","Fundamentos de Economía y Empresa","2022-05-05 23:55:35.826950+00:00",2,"3104","Sin ruido","El ambiente ha sido bueno",4,"['Sin ruido']",1651794935.82695
1740,"feeback","-5212845587056525253","Sistemas Distribuidos","2022-04-24 23:55:04.758080+00:00",2,"3104","Normal","Mi estado físico ha sido bueno",4,"['Normal']",1650844504.75808
1741,"feeback","-5212845587056525253","Sistemas Distribuidos","2022-04-24 23:55:04.758080+00:00",2,"3104","Motivado/a","Mi estado anímico ha sido bueno",5,"['Motivado/a']",1650844504.75808
1742,"feeback","-5212845587056525253","Sistemas Distribuidos","2022-04-24 23:55:04.758080+00:00",2,"3104","Material adecuado","El temario impartido ha sido bueno",5,"['Material adecuado']",1650844504.75808
1743,"feeback","-5212845587056525253","Sistemas Distribuidos","2022-04-24 23:55:04.758080+00:00",2,"3104","Buena actitud","La mayor del docente ha sido buena",5,"['Buena actitud']",1650844504.75808
1744,"feeback","-5212845587056525253","Sistemas Distribuidos","2022-04-24 23:55:04.758080+00:00",2,"3104","Sin ruido","El ambiente ha sido bueno",3,"['Sin ruido']",1650844504.75808
1745,"feeback","-5219134872471656816","Fundamentos de Economía y Empresa","2022-04-25 23:54:27.891593+00:00",2,"3203","Enfermo/a","Mi estado físico ha sido bueno",1,"['Enfermo/a']",1650930867.891593
1746,"feeback","-5219134872471656816","Fundamentos de Economía y Empresa","2022-04-25 23:54:27.891593+00:00",2,"3203","Motivado/a","Mi estado anímico ha sido bueno",5,"['Motivado/a']",1650930867.891593
1747,"feeback","-5219134872471656816","Fundamentos de Economía y Empresa","2022-04-25 23:54:27.891593+00:00",2,"3203","Interesante","El temario impartido ha sido bueno",5,"['Interesante']",1650930867.891593
1748,"feeback","-5219134872471656816","Fundamentos de Economía y Empresa","2022-04-25 23:54:27.891593+00:00",2,"3203","Mala organización","La mayor del docente ha sido buena",3,"['Mala organización']",1650930867.891593
1749,"feeback","-5219134872471656816","Fundamentos de Economía y Empresa","2022-04-25 23:54:27.891593+00:00",2,"3203","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1650930867.891593
1750,"feeback","-5229908650107745393","Programación de Hardware Reconfigurable","2022-05-11 23:55:27.237899+00:00",2,"3203","Con dolor de espalda","Mi estado físico ha sido bueno",1,"['Con dolor de espalda']",1652313327.237899
1751,"feeback","-5229908650107745393","Programación de Hardware Reconfigurable","2022-05-11 23:55:27.237899+00:00",2,"3203","Normal","Mi estado anímico ha sido bueno",3,"['Normal']",1652313327.237899
1752,"feeback","-5229908650107745393","Programación de Hardware Reconfigurable","2022-05-11 23:55:27.237899+00:00",2,"3203","Muy práctico","El temario impartido ha sido bueno",3,"['Muy práctico']",1652313327.237899
1753,"feeback","-5229908650107745393","Programación de Hardware Reconfigurable","2022-05-11 23:55:27.237899+00:00",2,"3203","Poca paciencia","La mayor del docente ha sido buena",3,"['Poca paciencia']",1652313327.237899
1754,"feeback","-5229908650107745393","Programación de Hardware Reconfigurable","2022-05-11 23:55:27.237899+00:00",2,"3203","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1652313327.237899
1755,"feeback","-5235188119210283011","Programación de Hardware Reconfigurable","2022-05-08 23:54:57.534755+00:00",2,"3203","Con dolor de espalda","Mi estado físico ha sido bueno",2,"['Con dolor de espalda']",1652054097.534755
1756,"feeback","-5235188119210283011","Programación de Hardware Reconfigurable","2022-05-08 23:54:57.534755+00:00",2,"3203","Con ansiedad","Mi estado anímico ha sido bueno",1,"['Con ansiedad']",1652054097.534755
1757,"feeback","-5235188119210283011","Programación de Hardware Reconfigurable","2022-05-08 23:54:57.534755+00:00",2,"3203","Interesante","El temario impartido ha sido bueno",5,"['Interesante']",1652054097.534755
1758,"feeback","-5235188119210283011","Programación de Hardware Reconfigurable","2022-05-08 23:54:57.534755+00:00",2,"3203","Buena actitud","La mayor del docente ha sido buena",5,"['Buena actitud']",1652054097.534755
1759,"feeback","-5235188119210283011","Programación de Hardware Reconfigurable","2022-05-08 23:54:57.534755+00:00",2,"3203","Sin ruido","El ambiente ha sido bueno",4,"['Sin ruido']",1652054097.534755
1760,"feeback","-5254124053279901130","Programación","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Enérgico/a","Mi estado físico ha sido bueno",5,"['Enérgico/a']",1651794935.82695
1761,"feeback","-5254124053279901130","Programación","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Normal","Mi estado anímico ha sido bueno",3,"['Normal']",1651794935.82695
1762,"feeback","-5254124053279901130","Programación","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Temario bien estructurado","El temario impartido ha sido bueno",3,"['Temario bien estructurado']",1651794935.82695
1763,"feeback","-5254124053279901130","Programación","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Buena organización","La mayor del docente ha sido buena",3,"['Buena organización']",1651794935.82695
1764,"feeback","-5254124053279901130","Programación","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Demasiado ruido","El ambiente ha sido bueno",3,"['Demasiado ruido']",1651794935.82695
1765,"feeback","-5257404950685049604","Fundamentos de Economía y Empresa","2022-04-25 01:05:13.988898+00:00",2,"3301","Enérgico/a","Mi estado físico ha sido bueno",3,"['Enérgico/a']",1650848713.988898
1766,"feeback","-5257404950685049604","Fundamentos de Economía y Empresa","2022-04-25 01:05:13.988898+00:00",2,"3301","Agobiado/a","Mi estado anímico ha sido bueno",1,"['Agobiado/a']",1650848713.988898
1767,"feeback","-5257404950685049604","Fundamentos de Economía y Empresa","2022-04-25 01:05:13.988898+00:00",2,"3301","Interesante","El temario impartido ha sido bueno",4,"['Interesante']",1650848713.988898
1768,"feeback","-5257404950685049604","Fundamentos de Economía y Empresa","2022-04-25 01:05:13.988898+00:00",2,"3301","Explicaciones aburridas","La mayor del docente ha sido buena",2,"['Explicaciones aburridas']",1650848713.988898
1769,"feeback","-5257404950685049604","Fundamentos de Economía y Empresa","2022-04-25 01:05:13.988898+00:00",2,"3301","Demasiado calor","El ambiente ha sido bueno",2,"['Demasiado calor']",1650848713.988898
1770,"feeback","-5282603913945638858","Sistemas Empotrados","2022-05-01 23:55:12.721753+00:00",2,"3203","Enérgico/a","Mi estado físico ha sido bueno",4,"['Enérgico/a']",1651449312.721753
1771,"feeback","-5282603913945638858","Sistemas Empotrados","2022-05-01 23:55:12.721753+00:00",2,"3203","Con ansiedad","Mi estado anímico ha sido bueno",1,"['Con ansiedad']",1651449312.721753
1772,"feeback","-5282603913945638858","Sistemas Empotrados","2022-05-01 23:55:12.721753+00:00",2,"3203","Material limitado","El temario impartido ha sido bueno",1,"['Material limitado']",1651449312.721753
1773,"feeback","-5282603913945638858","Sistemas Empotrados","2022-05-01 23:55:12.721753+00:00",2,"3203","Explicaciones entretenidas","La mayor del docente ha sido buena",5,"['Explicaciones entretenidas']",1651449312.721753
1774,"feeback","-5282603913945638858","Sistemas Empotrados","2022-05-01 23:55:12.721753+00:00",2,"3203","Iluminación correcta","El ambiente ha sido bueno",5,"['Iluminación correcta']",1651449312.721753
1775,"feeback","-5309368128910939138","Programación Concurrente y Avanzada","2022-05-03 23:54:49.489853+00:00",2,"3301","Con hambre o sed","Mi estado físico ha sido bueno",1,"['Con hambre o sed']",1651622089.489853
1776,"feeback","-5309368128910939138","Programación Concurrente y Avanzada","2022-05-03 23:54:49.489853+00:00",2,"3301","Motivado/a","Mi estado anímico ha sido bueno",5,"['Motivado/a']",1651622089.489853
1777,"feeback","-5309368128910939138","Programación Concurrente y Avanzada","2022-05-03 23:54:49.489853+00:00",2,"3301","Poco práctico","El temario impartido ha sido bueno",2,"['Poco práctico']",1651622089.489853
1778,"feeback","-5309368128910939138","Programación Concurrente y Avanzada","2022-05-03 23:54:49.489853+00:00",2,"3301","Mala organización","La mayor del docente ha sido buena",2,"['Mala organización']",1651622089.489853
1779,"feeback","-5309368128910939138","Programación Concurrente y Avanzada","2022-05-03 23:54:49.489853+00:00",2,"3301","Temperatura perfecta","El ambiente ha sido bueno",5,"['Temperatura perfecta']",1651622089.489853
1780,"feeback","-5324150283948377583","Programación Concurrente y Avanzada","2022-04-25 23:54:27.891593+00:00",2,"1001","Enérgico/a","Mi estado físico ha sido bueno",5,"['Enérgico/a']",1650930867.891593
1781,"feeback","-5324150283948377583","Programación Concurrente y Avanzada","2022-04-25 23:54:27.891593+00:00",2,"1001","Contento/a","Mi estado anímico ha sido bueno",5,"['Contento/a']",1650930867.891593
1782,"feeback","-5324150283948377583","Programación Concurrente y Avanzada","2022-04-25 23:54:27.891593+00:00",2,"1001","Interesante","El temario impartido ha sido bueno",4,"['Interesante']",1650930867.891593
1783,"feeback","-5324150283948377583","Programación Concurrente y Avanzada","2022-04-25 23:54:27.891593+00:00",2,"1001","Poca paciencia","La mayor del docente ha sido buena",3,"['Poca paciencia']",1650930867.891593
